Catchment,monitor_name,DAY,Class,Updated_Class,max_depth,min_depth,ave_depth,std_dev_depth,zero_depth,max_velocity,min_velocity,ave_velocity,std_dev_velocity,zero_velocity,m_type
GBILSC,FM045,28/01/2018,W,W,265,180,216.775,18.56026346,0,0.64,0.24,0.448930556,0.091481977,0,FM
GBILSC,FM045,19/03/2018,W,W,208,140,172.2486111,16.72174713,0,0.67,0.32,0.516958333,0.075632141,0,FM
GBILSC,FM045,22/03/2018,W,W,205,144,169.6347222,15.21285837,0,0.63,0.26,0.482263889,0.07549383,0,FM
GBILSC,FM045,31/03/2018,W,W,256,185,221.7694444,13.8383137,0,0.93,0.49,0.728555556,0.072302657,0,FM
GBILSC,FM045,14/03/2018,W,W,262,160,188.3013889,15.72263053,0,0.73,0.23,0.49525,0.103037019,0,FM
GBILSC,FM045,09/03/2018,R,R,212,134,172.8708333,21.77412775,0,0.33,0,0.076208333,0.072406947,177,FM
GBILSC,FM045,12/03/2018,W,W,250,180,212.9277778,14.72691822,0,0.86,0.42,0.618722222,0.081403069,0,FM
GBILSC,FM045,09/02/2018,W,W,222,148,176.9541667,15.08056655,0,0.8,0.25,0.528597222,0.121801973,0,FM
GBILSC,FM045,26/03/2018,W,W,203,140,163.9888889,15.19662099,0,0.7,0.28,0.4995,0.102335862,0,FM
GBILSC,FM045,02/04/2018,W,W,295,207,249.5555556,24.43024693,0,1.16,0.17,0.855388889,0.115460565,0,FM
GBILSC,FM045,01/04/2018,W,W,216,166,189.1611111,11.66353226,0,0.78,0.24,0.618597222,0.066988501,0,FM
GBILSC,FM045,01/03/2018,W,W,188,128,161.0194444,14.62045207,0,0.7,0.21,0.507291667,0.0893573,0,FM
GBILSC,FM045,02/02/2018,W,W,198,136,166.5708333,15.53086511,0,0.65,0.34,0.478972222,0.058312375,0,FM
GBILSC,FM045,03/03/2018,W,W,203,130,166.9027778,20.00713344,0,0.7,0.32,0.505402778,0.088656195,0,FM
GBILSC,FM045,27/01/2018,W,W,240,164,198.9972222,16.25706199,0,0.64,0.32,0.466916667,0.070963516,0,FM
GBILSC,FM045,04/02/2018,W,W,212,136,177.0319444,21.34817224,0,0.61,0.2,0.409347222,0.085104805,0,FM
GBILSC,FM045,25/03/2018,W,W,200,141,167.8722222,16.32119557,0,0.65,0.33,0.472680556,0.068739157,0,FM
GBILSC,FM045,23/01/2018,W,W,249,186,210.8791667,12.35646309,0,0.7,0.24,0.517361111,0.09927124,0,FM
GBILSC,FM045,05/04/2018,W,W,217,146,178.2722222,14.67878814,0,0.73,0.32,0.551527778,0.093497335,0,FM
GBILSC,FM045,24/02/2018,W,W,204,122,164.6638889,18.21348677,0,0.7,0.24,0.474138889,0.085284977,0,FM
GBILSC,FM045,29/03/2018,W,W,239,148,184.8125,21.97962413,0,0.85,0.38,0.599,0.105820064,0,FM
GBILSC,FM045,23/03/2018,W,W,209,141,168.9513889,14.85485168,0,0.66,0.21,0.483152778,0.089004252,0,FM
GBILSC,FM045,21/01/2018,W,W,325,148,219.9194444,50.3245562,0,1.08,0.32,0.623888889,0.203482583,0,FM
GBILSC,FM045,12/04/2018,W,W,190,158,171.6953642,7.976627004,0,0.58,0.38,0.463642384,0.036027461,0,FM
GBILSC,FM045,02/03/2018,W,W,195,122,162.9097222,17.36802539,0,0.7,0.29,0.517847222,0.089302374,0,FM
GBILSC,FM045,30/03/2018,W,W,291,158,208.3819444,38.81151567,0,1.09,0.3,0.679402778,0.194481741,0,FM
GBILSC,FM045,07/04/2018,W,W,212,141,172.6694444,16.42775425,0,0.67,0.32,0.514375,0.074845402,0,FM
GBILSC,FM045,13/03/2018,W,W,230,171,196.5277778,11.24152869,0,0.68,0.25,0.538888889,0.08410629,0,FM
GBILSC,FM045,12/02/2018,W,W,203,136,167.8472222,16.52103621,0,0.72,0.2,0.496763889,0.109537908,0,FM
GBILSC,FM045,22/02/2018,Wv,W,210,0,165.4652778,18.77452525,3,0.71,0,0.498958333,0.107527004,3,FM
GBILSC,FM045,28/02/2018,W,W,197,128,164.9708333,14.21552695,0,0.72,0.26,0.51175,0.084752729,0,FM
GBILSC,FM045,24/03/2018,W,W,205,140,166.5486111,17.54470937,0,0.68,0.22,0.467972222,0.092988098,0,FM
GBILSC,FM045,06/04/2018,W,W,212,141,176.0263889,15.93600286,0,0.7,0.35,0.537125,0.083562447,0,FM
GBILSC,FM045,08/03/2018,W,W,209,147,171.7930556,13.45099617,0,0.31,0,0.075583333,0.067128206,91,FM
GBILSC,FM045,27/02/2018,Wv,W,192,0,157.7958333,31.41522773,21,0.69,0,0.480972222,0.122292198,21,FM
GBILSC,FM045,04/03/2018,W,W,314,150,198.9263889,35.37490641,0,0.99,0.3,0.588291667,0.122933538,0,FM
GBILSC,FM045,05/03/2018,W,W,241,170,194.7861111,15.76165754,0,0.68,0.3,0.506819444,0.066677733,0,FM
GBILSC,FM045,25/02/2018,W,W,198,124,163.3694444,17.15558063,0,0.66,0.28,0.467444444,0.084211947,0,FM
GBILSC,FM045,16/02/2018,W,W,200,151,174.7152778,12.11894183,0,0.72,0.33,0.531430556,0.097941444,0,FM
GBILSC,FM045,04/04/2018,W,W,220,160,191.9277778,13.62258231,0,0.81,0.29,0.584847222,0.090138074,0,FM
GBILSC,FM045,14/02/2018,W,W,230,132,181.4444444,21.36619513,0,0.74,0.29,0.526236111,0.09095919,0,FM
GBILSC,FM045,09/04/2018,W,W,229,135,181.8708333,21.19664167,0,0.76,0.36,0.566027778,0.097631474,0,FM
GBILSC,FM045,11/02/2018,W,W,207,141,172.2625,16.64040809,0,0.72,0.27,0.500541667,0.088494507,0,FM
GBILSC,FM045,06/02/2018,W,W,208,149,170.4069444,12.7264886,0,0.65,0.22,0.488166667,0.097078177,0,FM
GBILSC,FM046,20/01/2018,R,R,153,23,79.5125,37.85434143,0,0,0,0,0,720,FM
GBILSC,FM046,03/02/2018,W,W,202,90,147.2402778,31.39406834,0,0.68,0,0.336125,0.271350326,252,FM
GBILSC,FM046,15/02/2018,W,W,183,105,151.0194444,16.88337348,0,0.54,0,0.211930556,0.134977547,38,FM
GBILSC,FM046,19/01/2018,R,R,100,23,62.47916667,18.58093926,0,0.01,0,5.56E-05,0.000743799,716,FM
GBILSC,FM046,07/02/2018,R,R,184,104,132.1791667,15.8075125,0,0.03,0,0.00025,0.001885085,705,FM
GBILSC,FM046,29/01/2018,R,R,82,7,47.15138889,18.78723928,0,0,0,0,0,720,FM
GBILSC,FM046,01/02/2018,W,W,190,123,159.2722222,15.65325973,0,0.5,0,0.204361111,0.104484336,2,FM
GBILSC,FM046,31/01/2018,W,W,228,135,172.8375,19.96617402,0,0.67,0.11,0.37875,0.094906989,0,FM
GBILSC,FM046,22/01/2018,R,R,112,67,86.05694444,9.635691163,0,0,0,0,0,720,FM
GBILSC,FM046,17/02/2018,W,W,188,106,145.4319444,17.3039853,0,0.61,0,0.328430556,0.147022968,19,FM
GBILSC,FM046,26/01/2018,R,R,90,29,55.91944444,12.12620972,0,0,0,0,0,720,FM
GBILSC,FM046,24/01/2018,R,R,267,37,91.41666667,37.67020714,0,0,0,0,0,720,FM
GBILSC,FM046,08/02/2018,W,W,185,57,137.8666667,24.44440202,0,0.65,0,0.254986111,0.249181692,331,FM
GBILSC,FM046,19/02/2018,R,R,189,104,147.8819444,23.06841024,0,0.59,0,0.053208333,0.135823296,600,FM
GBILSC,FM046,25/01/2018,Wv,W,139,0,86.73888889,24.81931678,4,0.92,0,0.088013889,0.191721793,524,FM
GBILSC,FM046,05/02/2018,W,W,172,101,136.4486111,17.66029699,0,0.5,0,0.055583333,0.08246342,340,FM
GBILSC,FM046,18/02/2018,W,W,176,100,140.6555556,23.46312402,0,0.44,0,0.104944444,0.106044036,139,FM
GBILSC,FM046,20/02/2018,W,W,196,108,145.0694444,20.10696458,0,0.43,0,0.138166667,0.091919569,1,FM
GBILSC,FM046,13/02/2018,Wv,W,213,0,146.35,28.9763656,2,0.7,0,0.292319444,0.27914091,337,FM
GBILSC,FM046,10/02/2018,W,W,209,105,138.4708333,19.76909079,0,0.51,0,0.118055556,0.12742053,180,FM
GBILSC,FM046,21/02/2018,W,W,191,82,148.6125,23.12789883,0,0.58,0,0.237138889,0.194050257,110,FM
GBILSC,FM046,28/01/2018,R,R,82,1,43.1875,24.80044661,0,0,0,0,0,720,FM
GBILSC,FM046,09/02/2018,W,W,219,114,149.1333333,19.66914091,0,0.74,0.03,0.391986111,0.12401523,0,FM
GBILSC,FM046,02/02/2018,R,R,181,111,139.7416667,15.21263063,0,0.39,0,0.056027778,0.077673396,289,FM
GBILSC,FM046,27/01/2018,R,R,87,14,48.65694444,20.7167219,0,0,0,0,0,720,FM
GBILSC,FM046,04/02/2018,W,W,183,98,140.9361111,23.51323307,0,0.64,0,0.338791667,0.145458121,1,FM
GBILSC,FM046,23/01/2018,R,R,118,41,74.64305556,17.81395373,0,0,0,0,0,720,FM
GBILSC,FM046,21/01/2018,R,R,237,16,98.95,61.51255511,0,0,0,0,0,720,FM
GBILSC,FM046,12/02/2018,R,R,168,97,133.6791667,20.40333523,0,0.04,0,0.000416667,0.003092231,703,FM
GBILSC,FM046,16/02/2018,W,W,190,113,148.5180556,18.71013668,0,0.63,0,0.297694444,0.158621376,2,FM
GBILSC,FM046,14/02/2018,W,W,207,98,154.8986111,25.69391887,0,0.6,0.06,0.357694444,0.116246182,0,FM
GBILSC,FM046,11/02/2018,R,R,175,99,137.9069444,20.4564997,0,0.21,0,0.044222222,0.054407473,319,FM
GBILSC,FM046,06/02/2018,R,R,176,106,139.6819444,18.26448271,0,0.08,0,0.001013889,0.006280404,691,FM
GBILSC,FM046A,21/03/2018,W,W,148,73,103.6027778,17.3862444,0,0.98,0.25,0.671277778,0.180578673,0,FM
GBILSC,FM046A,07/03/2018,W,W,127,0,95.53055556,11.98476825,4,1.29,0,0.922402778,0.156683034,4,FM
GBILSC,FM046A,10/03/2018,W,W,152,96,116.7902778,11.60112051,0,1.3,0.8,1.044361111,0.097313754,0,FM
GBILSC,FM046A,17/03/2018,W,W,145,78,98.35694444,12.43460028,0,1.29,0.51,0.937486111,0.143099749,0,FM
GBILSC,FM046A,10/04/2018,W,W,139,75,103.5763889,12.41918513,0,1.23,0.91,1.081055556,0.05558136,0,FM
GBILSC,FM046A,26/02/2018,W,W,123,71,99.52777778,14.41967075,0,1.15,0,0.693763889,0.366298821,3,FM
GBILSC,FM046A,03/04/2018,W,W,166,90,128.3652778,18.91261406,0,1.21,0.91,1.071444444,0.051676992,0,FM
GBILSC,FM046A,08/04/2018,W,W,104,57,84.74027778,11.33252804,0,1.07,0.31,0.805222222,0.184572447,0,FM
GBILSC,FM046A,16/03/2018,W,W,125,73,92.20416667,8.950100232,0,1.26,0.43,0.848166667,0.169304312,0,FM
GBILSC,FM046A,28/03/2018,W,W,145,70,102.0111111,18.55015796,0,1.31,0.34,0.959986111,0.268940382,0,FM
GBILSC,FM046A,15/03/2018,Wv,W,141,0,107.4,12.40456195,3,1.28,0,0.909708333,0.189755859,3,FM
GBILSC,FM046A,23/02/2018,W,W,122,74,97.69444444,8.79979594,0,1.19,0.14,0.738361111,0.23254433,0,FM
GBILSC,FM046A,18/03/2018,W,W,114,66,91.35694444,13.06660296,0,1.06,0.39,0.774972222,0.152988766,0,FM
GBILSC,FM046A,06/03/2018,Wv,W,120,85,99.56111111,7.501628114,0,1.33,0.55,1.051402778,0.097636059,0,FM
GBILSC,FM046A,27/03/2018,W,W,121,64,90.00972222,11.54894837,0,1.24,0.35,0.883430556,0.191931209,0,FM
GBILSC,FM046A,11/04/2018,W,W,101,66,82.63055556,7.651640654,0,1.21,0.83,0.998402778,0.070668015,0,FM
GBILSC,FM046A,11/03/2018,W,W,244,77,110.7611111,25.15926767,0,1.55,0.23,0.904041667,0.239622265,0,FM
GBILSC,FM046A,22/03/2018,W,W,156,78,111.1361111,15.40445274,0,0.95,0.43,0.686805556,0.108753545,0,FM
GBILSC,FM046A,20/03/2018,W,W,125,67,94.82222222,14.39630054,0,1.03,0.28,0.742458333,0.163891942,0,FM
GBILSC,FM046A,31/03/2018,W,W,128,69,100.8361111,13.71681917,0,1.36,0.97,1.177875,0.082590606,0,FM
GBILSC,FM046A,19/03/2018,W,W,124,60,93.36805556,15.76229305,0,1.08,0.16,0.698013889,0.247771317,0,FM
GBILSC,FM046A,14/03/2018,W,W,152,78,102.8208333,14.1273705,0,1.27,0.36,0.861722222,0.167338091,0,FM
GBILSC,FM046A,09/03/2018,W,W,130,66,98.18472222,15.75439237,0,1.21,0.13,0.817236111,0.322886839,0,FM
GBILSC,FM046A,12/03/2018,W,W,150,95,119.4236111,10.77134964,0,1.26,0.8,1.05325,0.088360079,0,FM
GBILSC,FM046A,26/03/2018,W,W,110,36,67.68055556,16.6546584,0,1.12,0.11,0.740638889,0.311655604,0,FM
GBILSC,FM046A,02/04/2018,W,W,182,89,146.7597222,20.62545762,0,1.46,1.05,1.241777778,0.073706976,0,FM
GBILSC,FM046A,01/03/2018,W,W,128,48,97.67638889,22.538411,0,1.13,0.05,0.734277778,0.257308808,0,FM
GBILSC,FM046A,03/03/2018,W,W,99,37,71.00694444,16.48478733,0,1.16,0,0.720319444,0.332117216,3,FM
GBILSC,FM046A,25/03/2018,W,W,89,45,66.17777778,11.45695484,0,1.07,0.2,0.676277778,0.263881439,0,FM
GBILSC,FM046A,05/04/2018,W,W,106,49,79.01944444,12.35315571,0,1.16,0.73,0.956388889,0.070885627,0,FM
GBILSC,FM046A,24/02/2018,W,W,121,61,94.32638889,12.64703776,0,1.13,0,0.679833333,0.288405477,11,FM
GBILSC,FM046A,29/03/2018,W,W,117,65,85.40972222,10.52569093,0,1.28,0.62,1.014013889,0.15255132,0,FM
GBILSC,FM046A,23/03/2018,W,W,129,75,99.96111111,9.888172443,0,1.19,0.25,0.733361111,0.182105848,0,FM
GBILSC,FM046A,12/04/2018,W,W,77,58,66.67532468,4.784073683,0,1.03,0.83,0.918311688,0.034863041,0,FM
GBILSC,FM046A,07/04/2018,W,W,142,81,107.7486111,15.55266072,0,1.07,0.41,0.845486111,0.116627564,0,FM
GBILSC,FM046A,02/03/2018,W,W,89,30,61.11111111,13.02106516,0,1.16,0,0.731055556,0.333323546,9,FM
GBILSC,FM046A,30/03/2018,W,W,168,64,98.97222222,29.40616354,0,1.44,0.68,1.123833333,0.170861435,0,FM
GBILSC,FM046A,28/02/2018,W,W,131,69,108.6125,9.57227739,0,1.2,0,0.781736111,0.267647064,4,FM
GBILSC,FM046A,06/04/2018,W,W,152,75,103.1111111,16.92004889,0,1.11,0.65,0.910083333,0.079691643,0,FM
GBILSC,FM046A,08/03/2018,W,W,121,75,96.44027778,8.858761325,0,1.24,0.36,0.864875,0.173582832,0,FM
GBILSC,FM046A,27/02/2018,W,W,125,75,105.0222222,10.99915564,0,1.17,0.05,0.73825,0.260435591,0,FM
GBILSC,FM046A,04/03/2018,W,W,221,37,88.40972222,32.43781109,0,1.48,0.33,0.959402778,0.248207603,0,FM
GBILSC,FM046A,05/03/2018,W,W,144,51,95.76805556,17.47194315,0,1.35,0.8,1.029486111,0.1149488,0,FM
GBILSC,FM046A,25/02/2018,W,W,121,62,94.64444444,14.57067462,0,1.14,0,0.645375,0.297303362,6,FM
GBILSC,FM046A,04/04/2018,W,W,148,64,107.1569444,17.52634676,0,1.24,0.77,1.026361111,0.076019415,0,FM
GBILSC,FM046A,13/03/2018,W,W,128,92,107.4708333,7.342541607,0,1.22,0.44,0.949,0.122887603,0,FM
GBILSC,FM046A,09/04/2018,W,W,143,58,92.93194444,20.56732441,0,1.23,0.32,0.886152778,0.211528786,0,FM
GBILSC,FM046A,01/04/2018,W,W,104,58,80.1875,10.32070495,0,1.21,0.83,1.030083333,0.062502239,0,FM
GBILSC,FM046A,24/03/2018,W,W,108,48,73.93611111,12.37415434,0,1.14,0.26,0.715527778,0.228857595,0,FM
GBILSC,FM047,20/01/2018,D,D,0,0,0,0,720,0.06,0,0.000444444,0.004026646,708,FM
GBILSC,FM047,03/02/2018,D,D,66,37,45.40277778,6.887451495,0,0.84,0.44,0.601472222,0.084193296,0,FM
GBILSC,FM047,21/03/2018,D,D,178,157,162.7291667,3.840742623,0,0.01,0,1.39E-05,0.000372678,719,FM
GBILSC,FM047,15/02/2018,G,L,93,47,75.81805556,13.98385545,0,0,0,0,0,720,FM
GBILSC,FM047,19/01/2018,D,D,0,0,0,0,720,0,0,0,0,720,FM
GBILSC,FM047,07/02/2018,G,L,12,7,8.448611111,1.087352126,0,0,0,0,0,720,FM
GBILSC,FM047,07/03/2018,G,L,99,69,73.81388889,4.281320996,0,0.02,0,2.78E-05,0.000745356,719,FM
GBILSC,FM047,10/03/2018,D,D,119,94,100.2819444,3.05256801,0,0.14,0,0.000833333,0.009732157,713,FM
GBILSC,FM047,29/01/2018,D,D,33,0,10.23611111,13.69242205,461,0.72,0,0.239472222,0.319920886,461,FM
GBILSC,FM047,01/02/2018,D,D,46,40,43.24444444,1.060727555,0,0.59,0.44,0.516791667,0.020960548,0,FM
GBILSC,FM047,31/01/2018,G,L,147,32,46.56666667,16.98902534,0,1.62,0.49,0.621291667,0.138213813,0,FM
GBILSC,FM047,22/01/2018,D,D,0,0,0,0,720,0,0,0,0,720,FM
GBILSC,FM047,17/03/2018,D,D,165,148,153.4847222,3.108566821,0,0.06,0,9.72E-05,0.0022664,718,FM
GBILSC,FM047,10/04/2018,H,H,38,19,24.14305556,2.809744933,0,0.21,0,0.007083333,0.01808168,556,FM
GBILSC,FM047,26/02/2018,G,L,27,17,19.21388889,1.326451293,0,0,0,0,0,720,FM
GBILSC,FM047,03/04/2018,H,H,20,5,10.58055556,3.358779784,0,0.02,0,0.010361111,0.002612187,12,FM
GBILSC,FM047,17/02/2018,G,L,29,16,21.54722222,3.152232678,0,0,0,0,0,720,FM
GBILSC,FM047,26/01/2018,D,D,0,0,0,0,720,0,0,0,0,720,FM
GBILSC,FM047,24/01/2018,Q,Q,38,0,0.344444444,3.024834109,705,0.51,0,0.004375,0.038715803,707,FM
GBILSC,FM047,08/02/2018,G,L,28,6,10.07638889,2.065949728,0,0.15,0,0.00025,0.005699352,718,FM
GBILSC,FM047,19/02/2018,G,L,17,10,12.61666667,1.368328422,0,0,0,0,0,720,FM
GBILSC,FM047,25/01/2018,D,D,1,0,0.001388889,0.0372678,719,0.06,0,8.33E-05,0.002236068,719,FM
GBILSC,FM047,16/03/2018,D,D,177,148,151.575,3.768685482,0,0.28,0,0.004555556,0.031558008,703,FM
GBILSC,FM047,15/03/2018,D,D,159,145,148.5277778,2.176318504,0,0,0,0,0,720,FM
GBILSC,FM047,28/03/2018,H,H,28,14,17.83333333,3.445583333,0,0.03,0.01,0.0195,0.003770171,0,FM
GBILSC,FM047,08/04/2018,H,H,27,13,15.86111111,2.722213549,0,0.03,0.01,0.014986111,0.005194394,0,FM
GBILSC,FM047,23/02/2018,G,L,16,10,12.31527778,1.409994104,0,0,0,0,0,720,FM
GBILSC,FM047,18/02/2018,G,L,21,13,14.89166667,1.137030023,0,0,0,0,0,720,FM
GBILSC,FM047,20/02/2018,G,L,14,8,8.943055556,1.023143373,0,0,0,0,0,720,FM
GBILSC,FM047,13/02/2018,G,L,13,0,2.858333333,2.51657924,173,0.04,0,5.56E-05,0.001490712,719,FM
GBILSC,FM047,18/03/2018,D,D,160,153,155.9125,1.258897403,0,0,0,0,0,720,FM
GBILSC,FM047,10/02/2018,G,L,20,5,8.804166667,1.687468127,0,0,0,0,0,720,FM
GBILSC,FM047,06/03/2018,G,L,82,65,67.69027778,1.8132306,0,0,0,0,0,720,FM
GBILSC,FM047,27/03/2018,H,H,37,14,19.83194444,3.408380671,0,0.04,0,0.015638889,0.008754582,151,FM
GBILSC,FM047,11/04/2018,H,H,48,19,24.41111111,3.390716097,0,0.17,0,0.000638889,0.008722751,714,FM
GBILSC,FM047,11/03/2018,D,D,145,102,109.3708333,6.440266615,0,0.31,0,0.005055556,0.035442715,703,FM
GBILSC,FM047,21/02/2018,G,L,13,8,9.954166667,1.580253452,0,0,0,0,0,720,FM
GBILSC,FM047,20/03/2018,D,D,174,154,162.8583333,6.299386243,0,0,0,0,0,720,FM
GBILSC,FM047,28/01/2018,D,D,0,0,0,0,720,0,0,0,0,720,FM
GBILSC,FM047,19/03/2018,D,D,163,154,157.1208333,1.65126811,0,0,0,0,0,720,FM
GBILSC,FM047,31/03/2018,H,H,34,12,15.34722222,2.908716564,0,0.03,0.01,0.013722222,0.005116779,0,FM
GBILSC,FM047,14/03/2018,D,D,150,130,137.5527778,5.30305426,0,0,0,0,0,720,FM
GBILSC,FM047,09/03/2018,G,L,110,86,93.21805556,5.906876462,0,0,0,0,0,720,FM
GBILSC,FM047,12/03/2018,D,D,127,111,113.6555556,2.557972559,0,0.03,0,4.17E-05,0.001118034,719,FM
GBILSC,FM047,09/02/2018,G,L,24,2,7.036111111,3.74556968,0,0.07,0,0.000583333,0.004913012,706,FM
GBILSC,FM047,26/03/2018,H,H,35,18,23.40555556,4.378411093,0,0,0,0,0,720,FM
GBILSC,FM047,02/04/2018,H,H,29,15,20.4125,2.991059348,0,0.03,0.02,0.020805556,0.002723405,0,FM
GBILSC,FM047,01/04/2018,H,H,25,10,13.14166667,3.00938495,0,0.02,0.01,0.011,0.003002086,0,FM
GBILSC,FM047,01/03/2018,G,L,38,21,22.61388889,1.297617969,0,0.07,0,9.72E-05,0.002608746,719,FM
GBILSC,FM047,02/02/2018,D,D,42,38,39.64305556,0.959010615,0,0.57,0.43,0.511986111,0.026085871,0,FM
GBILSC,FM047,03/03/2018,G,L,56,45,49.8125,3.307530814,0,0,0,0,0,720,FM
GBILSC,FM047,27/01/2018,D,D,0,0,0,0,720,0,0,0,0,720,FM
GBILSC,FM047,04/02/2018,D,D,39,34,36.23333333,0.733463975,0,0.62,0.4,0.517638889,0.033189013,0,FM
GBILSC,FM047,25/03/2018,H,H,65,32,48.10416667,11.57422605,0,0,0,0,0,720,FM
GBILSC,FM047,23/01/2018,D,D,0,0,0,0,720,0.02,0,4.17E-05,0.00083287,718,FM
GBILSC,FM047,05/04/2018,H,H,12,2,5.333333333,2.022130688,0,0.01,0,0.005944444,0.004913406,292,FM
GBILSC,FM047,24/02/2018,G,L,19,13,15.67222222,1.503192914,0,0,0,0,0,720,FM
GBILSC,FM047,29/03/2018,H,H,34,15,18.19861111,3.768805164,0,0.03,0.01,0.020472222,0.003084224,0,FM
GBILSC,FM047,23/03/2018,H,H,104,81,92.34027778,6.813186913,0,0,0,0,0,720,FM
GBILSC,FM047,21/01/2018,D,D,0,0,0,0,720,0.16,0,0.008402778,0.027714599,642,FM
GBILSC,FM047,12/04/2018,H,H,27,22,23.82781457,1.011675768,0,0,0,0,0,151,FM
GBILSC,FM047,02/03/2018,G,L,46,22,31.33055556,6.794963341,0,0,0,0,0,720,FM
GBILSC,FM047,30/03/2018,H,H,31,12,19.425,5.603986014,0,0.03,0.01,0.019111111,0.007272857,0,FM
GBILSC,FM047,07/04/2018,H,H,19,12,15.3125,1.68717963,0,0.02,0.01,0.015444444,0.00498367,0,FM
GBILSC,FM047,13/03/2018,D,D,151,111,116.5597222,6.69413543,0,0.11,0,0.000194444,0.004247682,718,FM
GBILSC,FM047,12/02/2018,G,L,7,0,0.790277778,0.883579098,324,0,0,0,0,720,FM
GBILSC,FM047,22/02/2018,Gv,L,33,9,11.46527778,1.722441238,0,0.44,0,0.001791667,0.027516306,716,FM
GBILSC,FM047,28/02/2018,G,L,29,21,23.98611111,1.688487201,0,0,0,0,0,720,FM
GBILSC,FM047,24/03/2018,H,H,86,63,76.25694444,5.143215318,0,0,0,0,0,720,FM
GBILSC,FM047,06/04/2018,H,H,22,7,13.92222222,3.216708043,0,0.02,0.01,0.014166667,0.004933494,0,FM
GBILSC,FM047,08/03/2018,G,L,87,79,81.87638889,2.623314377,0,0,0,0,0,720,FM
GBILSC,FM047,27/02/2018,G,L,40,18,27.05694444,5.130652557,0,0,0,0,0,720,FM
GBILSC,FM047,04/03/2018,Q,Q,93,53,56.34027778,4.04041336,0,0.44,0,0.005708333,0.034306942,693,FM
GBILSC,FM047,05/03/2018,Q,Q,84,57,63.25833333,5.259331729,0,0.14,0,0.001208333,0.009898564,703,FM
GBILSC,FM047,25/02/2018,G,L,20,15,17.20277778,0.977062701,0,0,0,0,0,720,FM
GBILSC,FM047,16/02/2018,G,L,48,27,36.23888889,4.401749417,0,0,0,0,0,720,FM
GBILSC,FM047,04/04/2018,H,H,17,3,6.622222222,2.269482012,0,0.02,0,0.008305556,0.003970121,128,FM
GBILSC,FM047,14/02/2018,Gv,L,89,0,28.47777778,33.73231045,76,0.42,0,0.001694444,0.026220759,717,FM
GBILSC,FM047,09/04/2018,H,H,29,15,20.71527778,3.973597135,0,0.03,0.02,0.021972222,0.003981781,0,FM
GBILSC,FM047,11/02/2018,G,L,16,0,2.295833333,2.505623023,259,0,0,0,0,720,FM
GBILSC,FM047,06/02/2018,G,L,13,9,10.3375,0.834735723,0,0,0,0,0,720,FM
GBILSC,FM048,20/01/2018,W,W,304,84,173.9666667,63.68279353,0,0.39,0,0.135236111,0.106326706,174,FM
GBILSC,FM048,03/02/2018,W,W,242,103,171.9722222,38.59827413,0,0.67,0.37,0.534486111,0.05639383,0,FM
GBILSC,FM048,21/03/2018,R,R,202,99,150.1736111,27.95758009,0,0,0,0,0,720,FM
GBILSC,FM048,15/02/2018,W,W,204,109,164.0069444,24.85252651,0,0.48,0.03,0.290222222,0.080161211,0,FM
GBILSC,FM048,19/01/2018,X,X,172,0,80.8625,66.68278953,274,0.18,0,0.016972222,0.027267782,373,FM
GBILSC,FM048,07/02/2018,W,W,211,101,156.9416667,28.51258293,0,0.64,0.34,0.516847222,0.059908869,0,FM
GBILSC,FM048,07/03/2018,R,R,214,118,167.3611111,24.48547329,0,0.14,0,0.009486111,0.023801154,569,FM
GBILSC,FM048,10/03/2018,R,R,303,165,215.9902778,29.44174446,0,0.04,0,0.001236111,0.004219278,649,FM
GBILSC,FM048,29/01/2018,R,R,201,90,151.4138889,29.94902162,0,0,0,0,0,720,FM
GBILSC,FM048,01/02/2018,W,W,211,113,165.6444444,25.7139225,0,0.66,0.42,0.551,0.038437493,0,FM
GBILSC,FM048,31/01/2018,W,W,276,118,177.2805556,35.32521917,0,0.74,0.39,0.625458333,0.040979807,0,FM
GBILSC,FM048,22/01/2018,R,R,254,167,199.5875,15.97096146,0,0.36,0,0.070652778,0.107246439,268,FM
GBILSC,FM048,17/03/2018,R,R,319,145,193.8138889,36.1880243,0,0,0,0,0,720,FM
GBILSC,FM048,10/04/2018,R,R,317,179,237.9958333,26.61623908,0,0,0,0,0,720,FM
GBILSC,FM048,26/02/2018,R,R,189,73,134.3930556,33.63986982,0,0.01,0,5.56E-05,0.000743799,716,FM
GBILSC,FM048,03/04/2018,W,W,269,184,229.8222222,14.67313045,0,0.01,0,0.000208333,0.001429254,705,FM
GBILSC,FM048,17/02/2018,W,W,207,95,151.8833333,29.34595811,0,0.35,0,0.111777778,0.064918098,7,FM
GBILSC,FM048,26/01/2018,W,W,215,129,176.3833333,22.71521091,0,0.5,0,0.122972222,0.156209621,219,FM
GBILSC,FM048,24/01/2018,R,R,511,122,205.7611111,67.00361096,0,0,0,0,0,720,FM
GBILSC,FM048,08/02/2018,W,W,203,74,154.1930556,28.46099166,0,0.72,0.25,0.478958333,0.074377516,0,FM
GBILSC,FM048,19/02/2018,W,W,206,93,152.1027778,31.18664692,0,0.2,0,0.040375,0.047496413,114,FM
GBILSC,FM048,25/01/2018,R,R,224,141,182.3666667,21.03514511,0,0.55,0,0.107694444,0.190879572,544,FM
