"2556_S0001","Average=None","QualityFlag=FALSE","QualityValue=FALSE"
"DateTime","MP1\WQ_COND","MP1\WQ_DO","MP1\WQ_DO_SAT","MP1\WQ_NH4","MP1\WQ_PH","MP1\WQ_TEMP",,
"dd/MM/yyyy HH:mm:ss","mS/cm","mg/L","Sat%","mg/L","PH","deg C",,
12/07/2024 01:05:00,0.60,9.87,91.89,0.17,8.02,12.04,,
12/07/2024 01:10:00,0.60,9.86,91.82,0.17,8.01,12.03,,
12/07/2024 01:15:00,0.60,9.86,91.76,0.17,8.02,12.03,,
12/07/2024 01:20:00,0.59,9.85,91.67,0.17,8.01,12.03,,
12/07/2024 01:25:00,0.60,9.85,91.71,0.17,8.02,12.02,,
12/07/2024 01:30:00,0.60,9.84,91.57,0.17,8.02,12.02,,
12/07/2024 01:35:00,0.60,9.84,91.58,0.17,8.02,12.02,,
12/07/2024 01:40:00,0.60,9.85,91.61,0.17,8.01,12.02,,
12/07/2024 01:45:00,0.62,9.84,91.57,0.17,8.02,12.01,,
12/07/2024 01:50:00,0.61,9.84,91.54,0.16,8.02,12.00,,
12/07/2024 01:55:00,0.61,9.84,91.57,0.16,8.02,12.00,,
12/07/2024 02:00:00,0.60,9.83,91.41,0.16,8.02,12.00,,
12/07/2024 02:05:00,0.62,9.83,91.45,0.16,8.02,11.99,,
12/07/2024 02:10:00,0.61,9.84,91.48,0.16,8.02,11.99,,
12/07/2024 02:15:00,0.61,9.85,91.61,0.16,8.03,11.99,,
12/07/2024 02:20:00,0.62,9.86,91.69,0.16,8.03,11.98,,
12/07/2024 02:25:00,0.62,9.86,91.64,0.16,8.03,11.98,,
12/07/2024 02:30:00,0.61,9.87,91.74,0.16,8.03,11.97,,
12/07/2024 02:35:00,0.61,9.87,91.77,0.16,8.02,11.97,,
12/07/2024 02:40:00,0.61,9.86,91.61,0.16,8.02,11.97,,
12/07/2024 02:45:00,0.61,9.85,91.54,0.16,8.02,11.96,,
12/07/2024 02:50:00,0.61,9.85,91.54,0.16,8.02,11.96,,
12/07/2024 02:55:00,0.61,9.85,91.51,0.16,8.02,11.96,,
12/07/2024 03:00:00,0.61,9.85,91.48,0.16,8.02,11.96,,
12/07/2024 03:05:00,0.62,9.84,91.41,0.16,8.02,11.95,,
12/07/2024 03:10:00,0.61,9.83,91.31,0.16,8.02,11.95,,
12/07/2024 03:15:00,0.61,9.85,91.48,0.16,8.02,11.95,,
12/07/2024 03:20:00,0.62,9.85,91.53,0.16,8.02,11.95,,
12/07/2024 03:25:00,0.62,9.86,91.61,0.16,8.02,11.94,,
12/07/2024 03:30:00,0.62,9.86,91.64,0.16,8.02,11.94,,
12/07/2024 03:35:00,0.62,9.87,91.69,0.16,8.02,11.94,,
12/07/2024 03:40:00,0.63,9.88,91.74,0.16,8.02,11.94,,
12/07/2024 03:45:00,0.62,9.88,91.76,0.16,8.02,11.94,,
12/07/2024 03:50:00,0.63,9.88,91.77,0.16,8.02,11.94,,
12/07/2024 03:55:00,0.62,9.88,91.80,0.16,8.02,11.93,,
12/07/2024 04:00:00,0.63,9.88,91.77,0.16,8.02,11.93,,
12/07/2024 04:05:00,0.63,9.88,91.74,0.16,8.02,11.92,,
12/07/2024 04:10:00,0.62,9.88,91.71,0.16,8.02,11.92,,
12/07/2024 04:15:00,0.62,9.87,91.66,0.16,8.02,11.91,,
12/07/2024 04:20:00,0.61,9.88,91.70,0.16,8.02,11.91,,
12/07/2024 04:25:00,0.61,9.89,91.77,0.16,8.02,11.90,,
12/07/2024 04:30:00,0.61,9.89,91.74,0.15,8.02,11.90,,
12/07/2024 04:35:00,0.62,9.89,91.74,0.15,8.02,11.90,,
12/07/2024 04:40:00,0.61,9.89,91.79,0.15,8.02,11.89,,
12/07/2024 04:45:00,0.61,9.90,91.85,0.15,8.02,11.89,,
12/07/2024 04:50:00,0.62,9.90,91.83,0.15,8.02,11.88,,
12/07/2024 04:55:00,0.62,9.90,91.85,0.15,8.02,11.87,,
12/07/2024 05:00:00,0.62,9.90,91.83,0.15,8.02,11.87,,
12/07/2024 05:05:00,0.62,9.91,91.86,0.15,8.02,11.86,,
12/07/2024 05:10:00,0.61,9.91,91.83,0.15,8.02,11.85,,
12/07/2024 05:15:00,0.62,9.90,91.80,0.15,8.03,11.84,,
12/07/2024 05:20:00,0.61,9.91,91.83,0.15,8.03,11.84,,
12/07/2024 05:25:00,0.62,9.91,91.86,0.15,8.03,11.83,,
12/07/2024 05:30:00,0.62,9.92,91.93,0.15,8.03,11.82,,
12/07/2024 05:35:00,0.62,9.92,91.86,0.15,8.03,11.81,,
12/07/2024 05:40:00,0.62,9.92,91.86,0.15,8.03,11.81,,
12/07/2024 05:45:00,0.61,9.93,91.93,0.15,8.03,11.81,,
12/07/2024 05:50:00,0.61,9.94,92.00,0.15,8.03,11.80,,
12/07/2024 05:55:00,0.62,9.94,91.99,0.15,8.03,11.79,,
12/07/2024 06:00:00,0.61,9.93,91.89,0.15,8.03,11.78,,
12/07/2024 06:05:00,0.61,9.93,91.92,0.15,8.03,11.78,,
12/07/2024 06:10:00,0.62,9.94,91.99,0.15,8.03,11.78,,
12/07/2024 06:15:00,0.61,9.95,92.09,0.15,8.03,11.77,,
12/07/2024 06:20:00,0.61,9.96,92.12,0.14,8.03,11.77,,
12/07/2024 06:25:00,0.61,9.95,92.06,0.14,8.03,11.77,,
12/07/2024 06:30:00,0.61,9.95,92.03,0.14,8.03,11.77,,
12/07/2024 06:35:00,0.62,9.95,92.06,0.14,8.03,11.77,,
12/07/2024 06:40:00,0.61,9.95,92.11,0.14,8.03,11.78,,
12/07/2024 06:45:00,0.62,9.96,92.15,0.14,8.03,11.79,,
12/07/2024 06:50:00,0.62,9.96,92.21,0.14,8.03,11.80,,
12/07/2024 06:55:00,0.62,9.96,92.22,0.14,8.03,11.80,,
12/07/2024 07:00:00,0.61,9.97,92.31,0.14,8.03,11.81,,
12/07/2024 07:05:00,0.62,9.97,92.38,0.14,8.04,11.82,,
12/07/2024 07:10:00,0.61,9.98,92.42,0.14,8.03,11.82,,
12/07/2024 07:15:00,0.61,9.98,92.47,0.14,8.03,11.83,,
12/07/2024 07:20:00,0.62,9.98,92.54,0.14,8.03,11.84,,
12/07/2024 07:25:00,0.62,9.98,92.51,0.14,8.03,11.84,,
12/07/2024 07:30:00,0.61,9.98,92.54,0.14,8.03,11.85,,
12/07/2024 07:35:00,0.62,9.98,92.53,0.14,8.03,11.85,,
12/07/2024 07:40:00,0.63,9.98,92.51,0.14,8.03,11.86,,
12/07/2024 07:45:00,0.63,9.98,92.53,0.14,8.03,11.86,,
12/07/2024 07:50:00,0.62,9.96,92.40,0.14,8.04,11.86,,
12/07/2024 07:55:00,0.62,9.92,92.05,0.14,8.03,11.88,,
12/07/2024 08:00:00,0.62,9.94,92.25,0.14,8.03,11.90,,
12/07/2024 08:05:00,0.62,9.95,92.35,0.14,8.03,11.90,,
12/07/2024 08:10:00,0.62,9.95,92.40,0.12,8.03,11.91,,
12/07/2024 08:15:00,0.63,9.96,92.50,0.14,8.03,11.91,,
12/07/2024 08:20:00,0.63,9.97,92.54,0.14,8.04,11.92,,
12/07/2024 08:25:00,0.63,9.96,92.53,0.14,8.04,11.93,,
12/07/2024 08:30:00,0.63,9.99,92.80,0.14,8.04,11.95,,
12/07/2024 08:35:00,0.62,10.00,93.00,0.14,8.04,11.98,,
12/07/2024 08:40:00,0.62,10.02,93.18,0.14,8.04,11.99,,
12/07/2024 08:45:00,0.64,10.02,93.22,0.14,8.05,11.99,,
12/07/2024 08:50:00,0.63,10.02,93.22,0.14,8.05,12.00,,
12/07/2024 08:55:00,0.64,10.03,93.35,0.14,8.05,12.03,,
12/07/2024 09:00:00,0.64,10.02,93.35,0.14,8.05,12.05,,
12/07/2024 09:05:00,0.63,10.03,93.43,0.14,8.04,12.07,,
12/07/2024 09:10:00,0.63,10.02,93.40,0.14,8.03,12.08,,
12/07/2024 09:15:00,0.62,10.02,93.38,0.14,8.03,12.09,,
12/07/2024 09:20:00,0.62,10.02,93.45,0.14,8.03,12.11,,
12/07/2024 09:25:00,0.62,10.04,93.67,0.14,8.04,12.14,,
12/07/2024 09:30:00,0.62,10.04,93.77,0.13,8.04,12.16,,
12/07/2024 09:35:00,0.63,10.04,93.79,0.12,8.04,12.18,,
12/07/2024 09:40:00,0.63,10.04,93.76,0.12,8.02,12.20,,
12/07/2024 09:45:00,0.63,10.01,93.56,0.12,8.01,12.21,,
12/07/2024 09:50:00,0.62,9.98,93.28,0.12,8.00,12.23,,
12/07/2024 09:55:00,0.63,9.97,93.25,0.12,8.01,12.25,,
12/07/2024 10:00:00,0.63,9.98,93.35,0.12,8.02,12.26,,
12/07/2024 10:05:00,0.63,9.99,93.47,0.12,8.03,12.27,,
12/07/2024 10:10:00,0.63,10.00,93.57,0.12,8.04,12.28,,
12/07/2024 10:15:00,0.63,9.99,93.54,0.12,8.04,12.28,,
12/07/2024 10:20:00,0.62,9.99,93.51,0.12,8.04,12.28,,
12/07/2024 10:25:00,0.63,9.98,93.47,0.12,8.05,12.28,,
12/07/2024 10:30:00,0.63,9.98,93.44,0.12,8.05,12.29,,
12/07/2024 10:35:00,0.63,9.98,93.45,0.12,8.05,12.29,,
12/07/2024 10:40:00,0.63,9.99,93.51,0.12,8.05,12.30,,
12/07/2024 10:45:00,0.64,9.98,93.47,0.12,8.05,12.30,,
12/07/2024 10:50:00,0.63,9.98,93.50,0.12,8.06,12.31,,
12/07/2024 10:55:00,0.65,9.98,93.60,0.12,8.06,12.34,,
12/07/2024 11:00:00,0.63,9.99,93.69,0.12,8.07,12.36,,
12/07/2024 11:05:00,0.63,9.99,93.73,0.12,8.07,12.37,,
12/07/2024 11:10:00,0.63,10.00,93.79,0.12,8.07,12.38,,
12/07/2024 11:15:00,0.63,10.00,93.77,0.12,8.07,12.38,,
12/07/2024 11:20:00,0.63,9.99,93.74,0.12,8.07,12.38,,
12/07/2024 11:25:00,0.62,9.99,93.73,0.12,8.07,12.39,,
12/07/2024 11:30:00,0.64,9.98,93.69,0.12,8.07,12.41,,
12/07/2024 11:35:00,0.64,9.98,93.73,0.12,8.07,12.42,,
12/07/2024 11:40:00,0.64,9.98,93.76,0.12,8.07,12.43,,
12/07/2024 11:45:00,0.64,9.98,93.75,0.12,8.07,12.44,,
12/07/2024 11:50:00,0.64,9.99,93.85,0.12,8.07,12.44,,
12/07/2024 11:55:00,0.64,9.99,93.89,0.12,8.07,12.47,,
12/07/2024 12:00:00,0.64,9.98,93.85,0.12,8.07,12.47,,
12/07/2024 12:05:00,0.64,9.98,93.85,0.12,8.07,12.48,,
12/07/2024 12:10:00,0.64,9.98,93.83,0.12,8.07,12.48,,
12/07/2024 12:15:00,0.64,9.97,93.76,0.12,8.07,12.48,,
12/07/2024 12:20:00,0.64,9.97,93.76,0.12,8.07,12.49,,
12/07/2024 12:25:00,0.64,9.96,93.67,0.12,8.07,12.49,,
12/07/2024 12:30:00,0.64,9.96,93.70,0.12,8.08,12.50,,
12/07/2024 12:35:00,0.64,9.95,93.59,0.12,8.09,12.49,,
12/07/2024 12:40:00,0.64,9.94,93.47,0.14,8.10,12.48,,
12/07/2024 12:45:00,0.64,9.93,93.44,0.14,8.10,12.49,,
12/07/2024 12:50:00,0.65,9.93,93.40,0.14,8.09,12.49,,
12/07/2024 12:55:00,0.64,9.93,93.38,0.14,8.09,12.48,,
12/07/2024 13:00:00,0.65,9.91,93.24,0.14,8.08,12.48,,
12/07/2024 13:05:00,0.65,9.90,93.08,0.14,8.08,12.48,,
12/07/2024 13:10:00,0.64,9.88,92.96,0.14,8.07,12.48,,
12/07/2024 13:15:00,0.64,9.88,92.89,0.14,8.08,12.48,,
12/07/2024 13:20:00,0.64,9.88,92.86,0.14,8.08,12.47,,
12/07/2024 13:25:00,0.65,9.88,92.89,0.14,8.08,12.47,,
12/07/2024 13:30:00,0.64,9.87,92.85,0.14,8.08,12.48,,
12/07/2024 13:35:00,0.65,9.89,93.01,0.14,8.08,12.48,,
12/07/2024 13:40:00,0.65,9.90,93.05,0.14,8.08,12.48,,
12/07/2024 13:45:00,0.65,9.88,92.93,0.14,8.07,12.48,,
12/07/2024 13:50:00,0.65,9.87,92.82,0.14,8.06,12.47,,
12/07/2024 13:55:00,0.64,9.86,92.70,0.14,8.05,12.47,,
12/07/2024 14:00:00,0.66,9.85,92.61,0.14,8.04,12.48,,
12/07/2024 14:05:00,0.65,9.85,92.58,0.14,8.04,12.48,,
12/07/2024 14:10:00,0.64,9.83,92.42,0.14,8.04,12.48,,
12/07/2024 14:15:00,0.64,9.83,92.48,0.14,8.05,12.48,,
12/07/2024 14:20:00,0.65,9.84,92.54,0.14,8.05,12.47,,
12/07/2024 14:25:00,0.65,9.85,92.58,0.14,8.06,12.47,,
12/07/2024 14:30:00,0.64,9.84,92.51,0.14,8.06,12.47,,
12/07/2024 14:35:00,0.63,9.85,92.61,0.13,8.06,12.47,,
12/07/2024 14:40:00,0.64,9.86,92.70,0.14,8.06,12.47,,
12/07/2024 14:45:00,0.63,9.85,92.58,0.14,8.07,12.47,,
12/07/2024 14:50:00,0.64,9.84,92.48,0.14,8.07,12.47,,
12/07/2024 14:55:00,0.64,9.84,92.51,0.14,8.07,12.47,,
12/07/2024 15:00:00,0.64,9.85,92.61,0.14,8.07,12.47,,
12/07/2024 15:05:00,0.64,9.83,92.48,0.14,8.06,12.48,,
12/07/2024 15:10:00,0.64,9.83,92.43,0.14,8.07,12.47,,
12/07/2024 15:15:00,0.64,9.84,92.53,0.14,8.07,12.48,,
12/07/2024 15:20:00,0.64,9.84,92.56,0.14,8.07,12.48,,
12/07/2024 15:25:00,0.64,9.84,92.56,0.14,8.08,12.48,,
12/07/2024 15:30:00,0.65,9.84,92.54,0.14,8.07,12.47,,
12/07/2024 15:35:00,0.64,9.85,92.57,0.14,8.07,12.48,,
12/07/2024 15:40:00,0.64,9.85,92.60,0.14,8.07,12.47,,
12/07/2024 15:45:00,0.64,9.85,92.61,0.14,8.06,12.48,,
12/07/2024 15:50:00,0.64,9.85,92.61,0.14,8.06,12.47,,
12/07/2024 15:55:00,0.64,9.84,92.54,0.14,8.06,12.47,,
12/07/2024 16:00:00,0.64,9.84,92.48,0.14,8.07,12.47,,
12/07/2024 16:05:00,0.64,9.83,92.45,0.14,8.07,12.47,,
12/07/2024 16:10:00,0.64,9.84,92.54,0.15,8.07,12.46,,
12/07/2024 16:15:00,0.64,9.83,92.37,0.14,8.07,12.46,,
12/07/2024 16:20:00,0.64,9.82,92.29,0.14,8.07,12.46,,
12/07/2024 16:25:00,0.64,9.82,92.31,0.14,8.07,12.46,,
12/07/2024 16:30:00,0.65,9.81,92.25,0.14,8.07,12.45,,
12/07/2024 16:35:00,0.64,9.82,92.25,0.15,8.07,12.45,,
12/07/2024 16:40:00,0.64,9.81,92.24,0.15,8.07,12.45,,
12/07/2024 16:45:00,0.63,9.82,92.27,0.15,8.07,12.45,,
12/07/2024 16:50:00,0.63,9.82,92.34,0.15,8.08,12.46,,
12/07/2024 16:55:00,0.64,9.83,92.44,0.15,8.09,12.46,,
12/07/2024 17:00:00,0.63,9.82,92.31,0.15,8.09,12.46,,
12/07/2024 17:05:00,0.63,9.81,92.19,0.15,8.09,12.46,,
12/07/2024 17:10:00,0.63,9.80,92.13,0.15,8.09,12.46,,
12/07/2024 17:15:00,0.63,9.81,92.15,0.15,8.08,12.46,,
12/07/2024 17:20:00,0.63,9.79,92.06,0.15,8.08,12.46,,
12/07/2024 17:25:00,0.63,9.79,92.05,0.15,8.08,12.46,,
12/07/2024 17:30:00,0.63,9.79,92.03,0.15,8.08,12.46,,
12/07/2024 17:35:00,0.63,9.79,92.03,0.15,8.08,12.46,,
12/07/2024 17:40:00,0.63,9.79,92.05,0.15,8.08,12.45,,
12/07/2024 17:45:00,0.63,9.79,92.06,0.15,8.08,12.45,,
12/07/2024 17:50:00,0.64,9.80,92.14,0.15,8.08,12.45,,
12/07/2024 17:55:00,0.64,9.80,92.12,0.15,8.08,12.44,,
12/07/2024 18:00:00,0.64,9.80,92.03,0.15,8.06,12.43,,
12/07/2024 18:05:00,0.64,9.78,91.89,0.15,8.06,12.42,,
12/07/2024 18:10:00,0.66,9.80,92.06,0.15,8.05,12.42,,
12/07/2024 18:15:00,0.66,9.80,92.06,0.15,8.05,12.42,,
12/07/2024 18:20:00,0.66,9.79,91.96,0.15,8.06,12.42,,
12/07/2024 18:25:00,0.65,9.79,91.93,0.15,8.07,12.41,,
12/07/2024 18:30:00,0.65,9.78,91.89,0.15,8.07,12.42,,
12/07/2024 18:35:00,0.65,9.78,91.82,0.15,8.08,12.42,,
12/07/2024 18:40:00,0.64,9.78,91.82,0.14,8.08,12.43,,
12/07/2024 18:45:00,0.64,9.77,91.76,0.14,8.08,12.43,,
12/07/2024 18:50:00,0.64,9.77,91.74,0.14,8.08,12.43,,
12/07/2024 18:55:00,0.64,9.78,91.87,0.15,8.06,12.43,,
12/07/2024 19:00:00,0.65,9.76,91.67,0.15,8.05,12.43,,
12/07/2024 19:05:00,0.65,9.77,91.77,0.15,8.06,12.42,,
12/07/2024 19:10:00,0.65,9.78,91.83,0.14,8.06,12.41,,
12/07/2024 19:15:00,0.65,9.77,91.74,0.14,8.07,12.39,,
12/07/2024 19:20:00,0.65,9.78,91.77,0.14,8.07,12.39,,
12/07/2024 19:25:00,0.65,9.78,91.77,0.14,8.07,12.38,,
12/07/2024 19:30:00,0.65,9.79,91.86,0.14,8.07,12.37,,
12/07/2024 19:35:00,0.65,9.81,92.00,0.14,8.08,12.36,,
12/07/2024 19:40:00,0.65,9.81,92.03,0.14,8.08,12.36,,
12/07/2024 19:45:00,0.65,9.81,92.05,0.14,8.08,12.36,,
12/07/2024 19:50:00,0.65,9.82,92.13,0.14,8.08,12.36,,
12/07/2024 19:55:00,0.65,9.82,92.06,0.14,8.08,12.36,,
12/07/2024 20:00:00,0.65,9.81,91.99,0.14,8.08,12.35,,
12/07/2024 20:05:00,0.66,9.81,91.99,0.14,8.08,12.35,,
12/07/2024 20:10:00,0.65,9.80,91.86,0.14,8.08,12.34,,
12/07/2024 20:15:00,0.65,9.81,91.96,0.15,8.08,12.34,,
12/07/2024 20:20:00,0.65,9.80,91.89,0.15,8.08,12.33,,
12/07/2024 20:25:00,0.66,9.79,91.74,0.15,8.08,12.32,,
12/07/2024 20:30:00,0.65,9.79,91.71,0.14,8.08,12.32,,
12/07/2024 20:35:00,0.65,9.80,91.77,0.14,8.08,12.31,,
12/07/2024 20:40:00,0.65,9.81,91.93,0.14,8.08,12.31,,
12/07/2024 20:45:00,0.65,9.83,92.06,0.14,8.08,12.30,,
12/07/2024 20:50:00,0.65,9.82,92.00,0.14,8.08,12.29,,
12/07/2024 20:55:00,0.65,9.82,91.93,0.14,8.08,12.28,,
12/07/2024 21:00:00,0.65,9.82,91.90,0.14,8.07,12.28,,
12/07/2024 21:05:00,0.65,9.81,91.80,0.14,8.07,12.27,,
12/07/2024 21:10:00,0.65,9.80,91.74,0.14,8.07,12.26,,
12/07/2024 21:15:00,0.65,9.81,91.77,0.14,8.07,12.25,,
12/07/2024 21:20:00,0.65,9.81,91.83,0.14,8.07,12.25,,
12/07/2024 21:25:00,0.65,9.82,91.83,0.14,8.07,12.24,,
12/07/2024 21:30:00,0.65,9.83,91.92,0.14,8.07,12.23,,
12/07/2024 21:35:00,0.65,9.83,91.93,0.14,8.08,12.22,,
12/07/2024 21:40:00,0.65,9.82,91.80,0.14,8.08,12.21,,
12/07/2024 21:45:00,0.65,9.82,91.74,0.14,8.07,12.20,,
12/07/2024 21:50:00,0.65,9.83,91.80,0.14,8.08,12.19,,
12/07/2024 21:55:00,0.65,9.83,91.80,0.14,8.08,12.17,,
12/07/2024 22:00:00,0.65,9.83,91.80,0.14,8.08,12.16,,
12/07/2024 22:05:00,0.65,9.82,91.66,0.14,8.08,12.15,,
12/07/2024 22:10:00,0.65,9.82,91.64,0.14,8.08,12.13,,
12/07/2024 22:15:00,0.65,9.83,91.66,0.14,8.08,12.12,,
12/07/2024 22:20:00,0.65,9.83,91.70,0.14,8.08,12.11,,
12/07/2024 22:25:00,0.65,9.83,91.64,0.14,8.08,12.10,,
12/07/2024 22:30:00,0.65,9.84,91.73,0.14,8.08,12.09,,
12/07/2024 22:35:00,0.65,9.85,91.74,0.14,8.08,12.07,,
12/07/2024 22:40:00,0.65,9.85,91.77,0.14,8.08,12.06,,
12/07/2024 22:45:00,0.65,9.85,91.77,0.14,8.08,12.05,,
12/07/2024 22:50:00,0.65,9.85,91.73,0.14,8.08,12.04,,
12/07/2024 22:55:00,0.65,9.85,91.73,0.14,8.08,12.03,,
12/07/2024 23:00:00,0.65,9.86,91.74,0.14,8.08,12.02,,
12/07/2024 23:05:00,0.65,9.86,91.74,0.14,8.08,12.01,,
12/07/2024 23:10:00,0.65,9.86,91.74,0.14,8.08,12.00,,
12/07/2024 23:15:00,0.65,9.86,91.76,0.14,8.08,12.00,,
12/07/2024 23:20:00,0.65,9.87,91.80,0.14,8.08,11.99,,
12/07/2024 23:25:00,0.65,9.86,91.73,0.14,8.08,11.99,,
12/07/2024 23:30:00,0.65,9.87,91.77,0.14,8.08,11.99,,
12/07/2024 23:35:00,0.65,9.87,91.77,0.14,8.08,11.98,,
12/07/2024 23:40:00,0.65,9.87,91.80,0.14,8.08,11.98,,
12/07/2024 23:45:00,0.65,9.88,91.83,0.14,8.08,11.98,,
12/07/2024 23:50:00,0.65,9.88,91.89,0.14,8.08,11.98,,
12/07/2024 23:55:00,0.65,9.88,91.86,0.14,8.08,11.97,,
13/07/2024 00:00:00,0.65,9.88,91.86,0.13,8.08,11.97,,
13/07/2024 00:05:00,0.65,9.87,91.80,0.13,8.08,11.97,,
13/07/2024 00:10:00,0.65,9.88,91.86,0.13,8.08,11.97,,
13/07/2024 00:15:00,0.65,9.89,91.90,0.13,8.08,11.97,,
13/07/2024 00:20:00,0.65,9.89,91.93,0.13,8.08,11.97,,
13/07/2024 00:25:00,0.65,9.89,91.96,0.13,8.08,11.97,,
13/07/2024 00:30:00,0.65,9.89,91.96,0.13,8.08,11.96,,
13/07/2024 00:35:00,0.65,9.89,91.95,0.13,8.08,11.96,,
13/07/2024 00:40:00,0.65,9.90,91.99,0.13,8.08,11.96,,
13/07/2024 00:45:00,0.64,9.89,91.95,0.13,8.08,11.95,,
13/07/2024 00:50:00,0.65,9.90,91.96,0.13,8.08,11.95,,
13/07/2024 00:55:00,0.65,9.90,91.96,0.13,8.08,11.95,,
13/07/2024 01:00:00,0.62,9.90,91.95,0.13,8.09,11.95,,
13/07/2024 01:05:00,0.64,9.90,91.93,0.13,8.08,11.94,,
13/07/2024 01:10:00,0.64,9.90,91.95,0.13,8.08,11.94,,
13/07/2024 01:15:00,0.64,9.90,91.95,0.13,8.07,11.94,,
13/07/2024 01:20:00,0.64,9.90,91.93,0.13,8.07,11.94,,
13/07/2024 01:25:00,0.64,9.90,91.92,0.13,8.06,11.94,,
13/07/2024 01:30:00,0.64,9.89,91.89,0.13,8.07,11.94,,
13/07/2024 01:35:00,0.64,9.89,91.86,0.13,8.07,11.93,,
13/07/2024 01:40:00,0.65,9.89,91.85,0.13,8.07,11.93,,
13/07/2024 01:45:00,0.64,9.89,91.87,0.13,8.07,11.93,,
13/07/2024 01:50:00,0.64,9.89,91.86,0.13,8.07,11.93,,
13/07/2024 01:55:00,0.64,9.89,91.82,0.13,8.07,11.93,,
13/07/2024 02:00:00,0.64,9.88,91.74,0.13,8.07,11.93,,
13/07/2024 02:05:00,0.64,9.88,91.73,0.13,8.07,11.92,,
13/07/2024 02:10:00,0.64,9.88,91.71,0.13,8.07,11.92,,
13/07/2024 02:15:00,0.64,9.88,91.76,0.13,8.07,11.92,,
13/07/2024 02:20:00,0.64,9.88,91.73,0.13,8.07,11.91,,
13/07/2024 02:25:00,0.64,9.88,91.70,0.13,8.07,11.91,,
13/07/2024 02:30:00,0.64,9.88,91.73,0.13,8.07,11.91,,
13/07/2024 02:35:00,0.64,9.88,91.74,0.13,8.07,11.90,,
13/07/2024 02:40:00,0.64,9.88,91.74,0.13,8.07,11.90,,
13/07/2024 02:45:00,0.64,9.88,91.71,0.13,8.07,11.90,,
13/07/2024 02:50:00,0.64,9.88,91.64,0.13,8.07,11.89,,
13/07/2024 02:55:00,0.64,9.87,91.61,0.13,8.07,11.89,,
13/07/2024 03:00:00,0.64,9.87,91.57,0.13,8.07,11.89,,
13/07/2024 03:05:00,0.64,9.87,91.61,0.13,8.07,11.88,,
13/07/2024 03:10:00,0.64,9.88,91.63,0.13,8.07,11.88,,
13/07/2024 03:15:00,0.64,9.88,91.67,0.13,8.07,11.88,,
13/07/2024 03:20:00,0.65,9.88,91.64,0.13,8.07,11.88,,
13/07/2024 03:25:00,0.65,9.89,91.71,0.12,8.07,11.87,,
13/07/2024 03:30:00,0.65,9.89,91.70,0.12,8.07,11.87,,
13/07/2024 03:35:00,0.64,9.89,91.71,0.12,8.07,11.87,,
13/07/2024 03:40:00,0.64,9.89,91.69,0.12,8.07,11.87,,
13/07/2024 03:45:00,0.64,9.89,91.69,0.12,8.07,11.87,,
13/07/2024 03:50:00,0.64,9.88,91.64,0.12,8.07,11.86,,
13/07/2024 03:55:00,0.64,9.88,91.61,0.12,8.07,11.86,,
13/07/2024 04:00:00,0.64,9.88,91.61,0.12,8.07,11.86,,
13/07/2024 04:05:00,0.64,9.88,91.63,0.12,8.07,11.85,,
13/07/2024 04:10:00,0.64,9.88,91.61,0.12,8.07,11.86,,
13/07/2024 04:15:00,0.64,9.88,91.64,0.12,8.07,11.86,,
13/07/2024 04:20:00,0.65,9.88,91.61,0.12,8.07,11.86,,
13/07/2024 04:25:00,0.64,9.88,91.66,0.12,8.07,11.86,,
13/07/2024 04:30:00,0.64,9.88,91.66,0.12,8.07,11.86,,
13/07/2024 04:35:00,0.64,9.88,91.64,0.12,8.08,11.86,,
13/07/2024 04:40:00,0.64,9.88,91.63,0.12,8.07,11.86,,
13/07/2024 04:45:00,0.64,9.88,91.61,0.12,8.07,11.86,,
13/07/2024 04:50:00,0.64,9.87,91.57,0.12,8.07,11.86,,
13/07/2024 04:55:00,0.64,9.87,91.57,0.12,8.08,11.86,,
13/07/2024 05:00:00,0.64,9.87,91.54,0.12,8.08,11.86,,
13/07/2024 05:05:00,0.64,9.88,91.61,0.12,8.08,11.86,,
13/07/2024 05:10:00,0.64,9.88,91.60,0.12,8.08,11.87,,
13/07/2024 05:15:00,0.64,9.87,91.57,0.12,8.08,11.87,,
13/07/2024 05:20:00,0.64,9.87,91.51,0.12,8.08,11.87,,
13/07/2024 05:25:00,0.64,9.87,91.57,0.12,8.08,11.87,,
13/07/2024 05:30:00,0.64,9.87,91.54,0.12,8.08,11.87,,
13/07/2024 05:35:00,0.64,9.87,91.57,0.12,8.08,11.87,,
13/07/2024 05:40:00,0.64,9.88,91.67,0.12,8.08,11.87,,
13/07/2024 05:45:00,0.64,9.89,91.74,0.12,8.08,11.87,,
13/07/2024 05:50:00,0.64,9.89,91.74,0.12,8.08,11.88,,
13/07/2024 05:55:00,0.64,9.88,91.69,0.12,8.07,11.87,,
13/07/2024 06:00:00,0.64,9.89,91.73,0.12,8.07,11.88,,
13/07/2024 06:05:00,0.64,9.89,91.71,0.12,8.07,11.88,,
13/07/2024 06:10:00,0.64,9.88,91.70,0.12,8.07,11.89,,
13/07/2024 06:15:00,0.64,9.88,91.71,0.12,8.07,11.89,,
13/07/2024 06:20:00,0.64,9.88,91.71,0.12,8.07,11.89,,
13/07/2024 06:25:00,0.64,9.88,91.73,0.12,8.07,11.90,,
13/07/2024 06:30:00,0.64,9.88,91.74,0.12,8.07,11.91,,
